ensembl_gene_id	pval	logFC	ci.hi	ci.lo	gene_biotype	gene	percentage_gene_gc_content	padj	contrast	reference	FCRO	model	variance	variance_rank
ENSG00000266302	1.9336402249032e-06	-0.591357777144915	0.0724192182742731	-1.2551347725641	protein_coding	AC098850.3	38.81	0.000116937685076523	diagnosisAD	CTR	3355	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.0563244625004	998
ENSG00000068024	1.97216504054457e-06	-0.980225048433202	-0.492612563529505	-1.4678375333369	protein_coding	HDAC4	51.33	0.000117343819912402	diagnosisAD	CTR	3478	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	6.09450266466742	269
ENSG00000136051	2.10332344612412e-06	0.67747542400132	0.915840127956738	0.439110720045902	protein_coding	WASHC4	35.27	0.000123161272900823	diagnosisAD	CTR	1488	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.50774126859082	543
ENSG00000152128	2.25455055575036e-06	-1.3993279016598	-0.0424888525033345	-2.75616695081627	protein_coding	TMEM163	43.72	0.000129953703127548	diagnosisAD	CTR	341	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	40.5817040294374	8
ENSG00000182247	2.33704064302025e-06	-0.224908236942689	-0.065398398728669	-0.384418075156708	protein_coding	UBE2E2	37.68	0.000132636045109257	diagnosisAD	CTR	1819	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.76108726357195	499
ENSG00000068650	2.56008590445302e-06	-0.634901306763769	-0.317852735151269	-0.951949878376269	protein_coding	ATP11A	50.33	0.000143093286386776	diagnosisAD	CTR	2627	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.33629168945695	573
ENSG00000123268	2.65786671576907e-06	0.180197456698736	0.284162689461701	0.0762322239357721	protein_coding	ATF1	41.92	0.000143707991810327	diagnosisAD	CTR	3460	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.290865971879128	3458
ENSG00000168916	2.6237114450959e-06	-0.453667366044177	-0.232190888559221	-0.675143843529134	protein_coding	ZNF608	40.42	0.000143707991810327	diagnosisAD	CTR	1002	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.38186236119885	1486
ENSG00000196209	2.68795105310722e-06	-0.573673061245402	-0.252285491405592	-0.895060631085212	protein_coding	SIRPB2	44.05	0.000143707991810327	diagnosisAD	CTR	1267	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.10758036279013	631
ENSG00000177409	2.95666761436571e-06	-0.330693954750612	-0.029091618432637	-0.632296291068586	protein_coding	SAMD9L	39.59	0.000153621786329509	diagnosisAD	CTR	1922	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	2.51070777631304	800
ENSG00000188641	2.93083625608835e-06	3.27748185668289	4.45766884443627	2.09729486892951	protein_coding	DPYD	35.1	0.000153621786329509	diagnosisAD	CTR	1926	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	9.61660133643527	133
ENSG00000135905	3.14589020300913e-06	0.565464423233299	0.881738458351843	0.249190388114756	protein_coding	DOCK10	39.37	0.000161183179984732	diagnosisAD	CTR	3545	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	9.11298103578242	143
ENSG00000075884	3.68131202777358e-06	0.441293977869261	0.719641589874562	0.162946365863961	protein_coding	ARHGAP15	36.48	0.000186032329732284	diagnosisAD	CTR	2189	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	7.73827810584713	189
ENSG00000169641	3.92315468006263e-06	-0.192366951201335	-0.0975423274993083	-0.287191574903361	protein_coding	LUZP1	43.28	0.0001955745623615	diagnosisAD	CTR	3331	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.119348544396436	3685
ENSG00000136238	4.01858128360257e-06	-0.62837201232458	-0.357287681204782	-0.899456343444377	protein_coding	RAC1	45.86	0.000197660618069465	diagnosisAD	CTR	1032	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.30242069866533	581
ENSG00000144724	4.1764728661681e-06	0.318517454547789	0.69871054581251	-0.0616756367169328	protein_coding	PTPRG	40.79	0.000202723794780186	diagnosisAD	CTR	2881	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.81869349647732	1150
ENSG00000073331	4.46893281428551e-06	-0.889741786266822	-0.43844822615824	-1.3410353463754	protein_coding	ALPK1	40.45	0.000213910526337258	diagnosisAD	CTR	1523	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	5.95304681752075	277
ENSG00000127616	4.52291164388889e-06	-0.20014008994021	-0.103958450676428	-0.296321729203992	protein_coding	SMARCA4	52.5	0.000213910526337258	diagnosisAD	CTR	3665	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.494902894850813	2956
ENSG00000106028	4.67939557245601e-06	0.258979450568181	0.383939968007694	0.134018933128668	protein_coding	SSBP1	40.78	0.000218510003377091	diagnosisAD	CTR	747	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.684268854807235	2501
ENSG00000249592	4.79072793024742e-06	-0.506085186273634	-0.295050061673793	-0.717120310873474	lncRNA	AC139887.2	50.7	0.000220912441683534	diagnosisAD	CTR	3286	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.75129530145438	2381
ENSG00000078618	4.88480697008507e-06	-0.256980051727444	-0.119851012972629	-0.394109090482258	protein_coding	NRDC	39.35	0.000222469789044986	diagnosisAD	CTR	2764	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.83086168814398	2242
ENSG00000156639	4.99046575434644e-06	-0.448331019494935	-0.215467373293286	-0.681194665696584	protein_coding	ZFAND3	39.2	0.000224510099607122	diagnosisAD	CTR	3215	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.90677850025139	1097
ENSG00000141337	5.44091446400254e-06	-0.157528917781975	-0.0392181632738729	-0.275839672290078	protein_coding	ARSG	45.96	0.000238946826877445	diagnosisAD	CTR	76	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.40668822635452	1462
ENSG00000149179	5.41396648217857e-06	-0.0646359607854778	0.066142951557069	-0.195414873128025	protein_coding	C11orf49	41.37	0.000238946826877445	diagnosisAD	CTR	2594	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.619499166338888	2657
ENSG00000105339	5.60750382131009e-06	-1.24407717383403	-0.449478292334758	-2.0386760553333	protein_coding	DENND3	51.59	0.000243365665844858	diagnosisAD	CTR	869	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	18.3587038053149	41
ENSG00000116679	5.78036316083013e-06	0.356868805293741	0.536163493814533	0.177574116772949	protein_coding	IVNS1ABP	37.25	0.000247950694189562	diagnosisAD	CTR	1986	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.3869183510654	1482
ENSG00000168010	6.16476589749867e-06	0.592677303337911	0.872845364647655	0.312509242028168	protein_coding	ATG16L2	52.71	0.00026140024592957	diagnosisAD	CTR	2560	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.81674292900146	1151
ENSG00000154721	6.26317597390545e-06	0.363094600333123	0.59597836890807	0.130210831758176	protein_coding	JAM2	39.65	0.000262555183724286	diagnosisAD	CTR	886	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.68296554619642	1239
ENSG00000112739	6.86071850302875e-06	-0.542993294660907	-0.281844547760869	-0.804142041560945	protein_coding	PRPF4B	38.36	0.000284372927614304	diagnosisAD	CTR	3496	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.24164591822703	597
ENSG00000148948	7.2943640165143e-06	0.424350954448748	0.807821147985954	0.0408807609115413	protein_coding	LRRC4C	36.7	0.000298987876188014	diagnosisAD	CTR	3017	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.583461063576607	2748
ENSG00000115825	8.36834550388274e-06	-0.768747945345933	-0.287819339441522	-1.24967655125034	protein_coding	PRKD3	36.9	0.000339239852349708	diagnosisAD	CTR	862	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	5.44307318774678	313
ENSG00000064393	8.98705486819258e-06	-0.399495539727008	-0.195115090206498	-0.603875989247518	protein_coding	HIPK2	45.66	0.000360361363138722	diagnosisAD	CTR	1416	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	1.40705452052452	1461
ENSG00000006125	1.10465273811449e-05	0.28485925968187	0.426663907107715	0.143054612256025	protein_coding	AP2B1	39.93	0.000438178919452082	diagnosisAD	CTR	3130	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.723620690130222	2429
ENSG00000047056	1.13502991352863e-05	-0.30329457241695	-0.17590351437372	-0.430685630460181	protein_coding	WDR37	45.48	0.000444952252579139	diagnosisAD	CTR	1065	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.298658518584438	3441
ENSG00000170522	1.14585155855295e-05	-0.107105237761112	-0.0346480530079626	-0.179562422514261	protein_coding	ELOVL6	39.87	0.000444952252579139	diagnosisAD	CTR	2364	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.446851204636023	3081
ENSG00000048052	1.20071761573325e-05	1.22085621462144	1.95634389340332	0.485368535839555	protein_coding	HDAC9	36.13	0.000456644049942265	diagnosisAD	CTR	265	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	10.6887675400301	110
ENSG00000151883	1.19323073138941e-05	0.745183380503884	1.08270484158198	0.407661919425788	protein_coding	PARP8	35.7	0.000456644049942265	diagnosisAD	CTR	950	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	3.64795077955903	522
ENSG00000163872	1.31598042572421e-05	-0.276780096869028	-0.146905213792685	-0.406654979945371	protein_coding	YEATS2	42.59	0.000495372631683327	diagnosisAD	CTR	864	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.956958819114351	2025
ENSG00000120029	1.37683673942789e-05	-0.480095965766862	-0.251460359791797	-0.708731571741928	protein_coding	ARMH3	42.35	0.000513045528459542	diagnosisAD	CTR	2004	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.797476213459791	2295
ENSG00000150347	1.48966358095247e-05	0.437473371911692	0.75877572333899	0.116171020484394	protein_coding	ARID5B	40.32	0.000539773527618896	diagnosisAD	CTR	2557	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.838825861259596	2219
ENSG00000162869	1.47585040597503e-05	0.320858478061342	0.471760746089125	0.169956210033559	protein_coding	PPP1R21	39.73	0.000539773527618896	diagnosisAD	CTR	3057	~diagnosis+(1|manifest)+cngeneson+pc_mito+brain_region+sex+RIN	0.640185181253605	2607
